Temperature,Humidity,Smoke_ADC,CO_ADC,Flame,LDR_ADC,LDR_Flicker,Motion,Label
46.57,82.53,1189.0,379.0,0,2811.0,31.1,1,0
52.34,34.31,2724.0,1733.0,1,314.0,502.6,0,1
82.66,51.86,1992.0,1109.0,0,2453.0,57.5,0,1
91.45,15.51,2510.0,1714.0,1,113.0,684.4,1,1
101.46,16.15,2084.0,1789.0,0,2212.0,75.6,0,1
41.22,88.99,1974.0,268.0,0,2679.0,39.7,1,0
29.31,35.32,289.0,222.0,0,3615.0,73.0,1,0
75.52,39.85,2843.0,1698.0,1,87.0,260.2,0,1
59.9,11.21,1816.0,2855.0,0,2847.0,29.6,1,1
118.14,7.71,3304.0,4079.0,1,181.0,754.9,1,2
69.47,22.29,1153.0,1654.0,0,1855.0,34.1,0,1
22.73,43.43,292.0,199.0,0,2831.0,30.0,0,0
168.23,28.62,2915.0,3352.0,1,363.0,565.3,0,2
28.82,79.88,1105.0,309.0,0,1229.0,50.8,1,0
89.81,36.27,1263.0,1820.0,0,1330.0,14.3,1,1
121.23,14.84,3399.0,3296.0,1,162.0,287.1,1,2
36.73,62.81,673.0,181.0,0,1921.0,71.6,1,0
28.24,48.88,150.0,203.0,0,818.0,72.5,0,0
58.3,22.66,1549.0,1677.0,0,2856.0,37.0,1,1
53.43,49.96,861.0,1624.0,0,2139.0,56.1,0,1
89.99,45.56,1443.0,1829.0,0,3365.0,38.3,1,1
78.92,45.83,903.0,1988.0,0,3249.0,44.1,1,1
99.5,16.83,3916.0,3000.0,1,189.0,567.9,0,2
61.32,56.86,1116.0,130.0,0,2662.0,0.3,1,0
18.75,39.76,246.0,355.0,0,909.0,16.3,1,0
83.02,36.58,1563.0,946.0,0,1833.0,12.8,1,1
100.99,18.43,2565.0,2235.0,0,3110.0,9.8,0,1
105.48,27.94,3024.0,2246.0,1,298.0,352.4,1,1
99.79,23.4,2540.0,2071.0,0,1966.0,45.1,0,1
51.12,78.45,2003.0,160.0,0,1206.0,9.5,1,0
88.29,13.47,2569.0,1730.0,0,2280.0,32.7,1,1
130.85,19.95,3859.0,2536.0,1,301.0,289.8,0,2
108.94,9.99,2976.0,3186.0,1,267.0,512.9,1,2
37.47,64.65,2147.0,387.0,0,2060.0,55.6,1,0
95.24,13.42,2364.0,1801.0,1,248.0,899.9,1,1
33.19,81.4,2193.0,114.0,0,1269.0,44.8,1,0
100.19,32.76,2037.0,2436.0,0,940.0,7.9,1,1
27.97,55.89,245.0,312.0,0,3226.0,24.3,0,0
69.99,28.99,2496.0,2187.0,0,1329.0,15.5,0,1
19.81,38.12,125.0,42.0,0,3545.0,15.6,0,0
53.25,38.92,2722.0,2395.0,0,3642.0,65.8,1,1
59.64,77.96,1199.0,434.0,0,1361.0,22.4,1,0
33.7,55.37,2100.0,182.0,0,3262.0,26.9,1,0
91.45,40.89,3094.0,2628.0,0,2948.0,16.2,1,1
74.32,20.82,2428.0,1066.0,1,121.0,389.7,1,1
25.94,41.89,123.0,13.0,0,2871.0,47.7,1,0
174.88,7.81,3635.0,2811.0,1,162.0,426.0,0,2
41.51,21.58,1062.0,1998.0,0,2162.0,0.4,0,1
34.86,89.4,1660.0,355.0,0,1946.0,16.6,1,0
93.33,32.35,3608.0,4016.0,1,265.0,650.2,0,2
81.28,43.29,1617.0,2673.0,1,278.0,610.1,1,1
20.43,35.46,154.0,34.0,0,3701.0,23.0,0,0
25.01,64.9,267.0,330.0,0,3772.0,22.6,0,0
34.83,74.69,921.0,91.0,0,2366.0,72.3,1,0
26.11,36.41,161.0,7.0,0,2141.0,0.6,1,0
109.69,30.01,2777.0,2715.0,0,1612.0,17.0,0,1
83.81,26.34,1068.0,907.0,0,1274.0,59.1,1,1
27.59,38.61,44.0,59.0,0,1615.0,41.4,1,0
84.82,53.47,1442.0,1637.0,0,3217.0,15.6,1,1
70.0,42.19,1740.0,1386.0,0,3038.0,59.2,0,1
72.22,33.57,1342.0,1857.0,0,2490.0,14.7,0,1
164.17,32.16,3096.0,3732.0,1,199.0,301.5,1,2
48.27,44.54,992.0,1473.0,0,3283.0,32.8,1,1
144.57,28.61,2862.0,2512.0,1,58.0,395.6,1,2
48.72,66.68,847.0,323.0,0,3368.0,65.0,1,0
55.98,84.9,1201.0,99.0,0,2346.0,72.9,1,0
46.41,83.49,1030.0,447.0,0,1240.0,33.9,1,0
18.53,64.6,191.0,28.0,0,2198.0,50.4,1,0
187.2,33.49,3980.0,4055.0,1,175.0,316.1,0,2
145.24,28.73,3515.0,3913.0,1,332.0,640.9,0,2
68.2,32.59,3100.0,1946.0,1,287.0,603.8,1,1
43.2,60.28,2072.0,195.0,0,1854.0,31.9,1,0
61.14,64.41,1709.0,494.0,0,3167.0,34.6,1,0
73.29,25.89,1753.0,1478.0,0,3345.0,38.9,0,1
82.03,28.22,1429.0,1112.0,0,2821.0,48.7,0,1
76.47,35.59,2951.0,2908.0,0,907.0,4.3,0,1
65.88,14.05,1928.0,2434.0,0,1689.0,18.7,0,1
56.42,22.64,2810.0,1903.0,0,2690.0,25.3,0,1
78.79,47.88,1434.0,1534.0,1,343.0,707.3,0,1
86.78,50.49,2109.0,1988.0,0,2719.0,11.3,0,1
100.66,26.0,2696.0,2193.0,1,369.0,675.5,0,1
87.04,41.88,1619.0,893.0,1,352.0,308.0,1,1
78.82,13.67,2486.0,2839.0,0,2715.0,40.0,1,1
85.55,25.26,1825.0,920.0,1,387.0,457.7,0,1
81.1,54.21,2351.0,1019.0,0,3331.0,12.7,0,1
27.22,37.7,278.0,254.0,0,2558.0,39.1,1,0
174.81,8.46,3733.0,3102.0,1,239.0,396.0,1,2
60.91,28.72,1814.0,2202.0,0,3023.0,7.0,1,1
34.51,79.48,1315.0,360.0,0,2492.0,24.9,1,0
21.09,64.85,57.0,34.0,0,2917.0,20.4,1,0
43.07,22.01,1730.0,1107.0,0,2188.0,60.4,0,1
90.2,13.36,3567.0,2941.0,1,296.0,526.5,0,2
35.22,55.2,1237.0,384.0,0,1458.0,2.0,1,0
137.58,19.74,3568.0,4004.0,1,312.0,849.4,0,2
42.56,57.2,1391.0,476.0,0,1667.0,73.1,1,0
55.94,51.54,1631.0,1294.0,0,1732.0,4.4,1,1
98.9,29.38,3204.0,3076.0,1,169.0,217.7,1,2
50.17,33.15,2445.0,1573.0,0,3574.0,62.2,1,1
113.62,17.84,3278.0,3310.0,1,75.0,290.1,1,2
34.32,76.22,1816.0,347.0,0,2784.0,49.6,1,0
36.99,84.95,1540.0,316.0,0,2552.0,24.5,1,0
93.59,33.05,3386.0,2625.0,1,95.0,880.3,0,2
78.32,21.81,1163.0,900.0,0,2145.0,19.0,1,1
40.21,40.64,917.0,1545.0,0,1952.0,36.2,0,1
23.02,39.55,25.0,187.0,0,3010.0,45.3,1,0
51.43,19.07,1818.0,1567.0,0,2354.0,7.1,0,1
39.78,55.2,977.0,323.0,0,2412.0,59.0,1,0
68.68,34.24,1689.0,1725.0,1,295.0,887.6,0,1
26.42,59.91,218.0,20.0,0,903.0,40.1,1,0
87.66,23.03,1484.0,890.0,1,250.0,302.8,0,1
152.6,31.01,3736.0,3066.0,1,159.0,238.2,0,2
189.75,22.4,3331.0,3152.0,1,98.0,713.2,1,2
118.52,20.01,3779.0,3358.0,1,255.0,816.3,1,2
89.84,11.19,1867.0,2369.0,0,835.0,65.4,0,1
69.93,48.37,1116.0,1282.0,0,1212.0,3.0,0,1
25.54,59.8,183.0,63.0,0,1645.0,62.7,1,0
60.95,58.07,2178.0,271.0,0,3346.0,78.8,1,0
60.26,58.43,626.0,165.0,0,2175.0,43.9,1,0
78.66,54.71,1854.0,878.0,0,1655.0,20.3,1,1
157.91,33.15,3091.0,3975.0,1,191.0,436.0,1,2
58.87,80.37,927.0,393.0,0,1447.0,38.5,1,0
181.42,21.19,3611.0,2515.0,1,267.0,416.7,1,2
21.64,61.29,180.0,337.0,0,2111.0,32.4,0,0
166.39,29.74,2885.0,3074.0,1,315.0,513.3,1,2
98.54,13.85,2099.0,1735.0,0,2990.0,71.8,0,1
81.88,39.7,828.0,1224.0,0,1923.0,22.1,1,1
84.18,21.95,1662.0,1835.0,0,3670.0,5.6,0,1
29.97,39.97,271.0,287.0,0,2189.0,1.5,0,0
58.3,39.19,1479.0,1633.0,0,962.0,62.9,1,1
35.3,65.76,641.0,204.0,0,2102.0,69.5,1,0
98.72,35.97,2754.0,1727.0,1,239.0,559.7,1,1
58.92,31.41,1709.0,997.0,0,2890.0,62.5,1,1
156.86,20.22,3457.0,2794.0,1,170.0,222.5,1,2
54.35,16.57,2935.0,2190.0,0,1683.0,51.2,1,1
25.36,41.17,208.0,16.0,0,2558.0,7.1,1,0
94.36,23.72,1672.0,2022.0,0,1424.0,35.3,1,1
73.4,43.26,2953.0,2600.0,1,341.0,244.3,1,1
178.06,18.91,3120.0,3847.0,1,315.0,380.4,1,2
68.83,48.84,1050.0,1002.0,0,2390.0,3.2,1,1
18.5,54.31,0.0,384.0,0,1200.0,46.2,0,0
40.03,69.42,1680.0,353.0,0,1202.0,47.4,1,0
28.01,44.7,136.0,333.0,0,2293.0,54.0,1,0
174.51,25.8,4041.0,3236.0,1,93.0,352.0,1,2
47.92,53.22,1898.0,911.0,0,919.0,25.9,0,1
159.98,33.41,3156.0,2579.0,1,186.0,850.6,1,2
48.08,71.8,1546.0,201.0,0,1213.0,36.4,1,0
60.46,41.28,1831.0,1905.0,1,220.0,310.3,0,1
50.2,39.95,1576.0,1890.0,0,1054.0,25.8,0,1
18.19,63.81,295.0,314.0,0,3656.0,5.4,1,0
20.85,55.5,5.0,84.0,0,2841.0,74.1,0,0
78.92,27.73,2354.0,2201.0,0,3325.0,32.4,1,1
53.77,65.62,1826.0,142.0,0,1094.0,32.0,1,0
56.95,58.56,2164.0,399.0,0,3442.0,23.9,1,0
52.7,10.09,2744.0,2144.0,0,2542.0,57.9,0,1
38.01,61.52,1211.0,177.0,0,2607.0,47.3,1,0
18.16,36.83,289.0,206.0,0,1731.0,20.0,0,0
142.65,22.9,3924.0,2635.0,1,393.0,610.1,1,2
84.55,13.42,2421.0,2095.0,1,131.0,896.9,0,1
106.41,32.22,2989.0,2831.0,1,88.0,405.9,0,2
197.91,11.82,3960.0,3993.0,1,56.0,265.4,0,2
52.51,72.19,1131.0,302.0,0,3421.0,38.4,1,0
94.58,6.03,3383.0,3980.0,1,200.0,530.1,1,2
26.72,44.57,82.0,177.0,0,3737.0,1.0,0,0
64.41,81.03,1775.0,22.0,0,3160.0,64.2,1,0
107.93,15.34,2467.0,2317.0,1,344.0,554.9,1,1
61.19,30.7,2090.0,2907.0,0,1115.0,40.8,1,1
199.02,7.48,2947.0,3578.0,1,83.0,758.0,0,2
145.43,28.16,3454.0,3310.0,1,111.0,527.6,1,2
108.1,25.41,3087.0,2489.0,0,2512.0,3.7,1,1
32.31,87.1,2078.0,373.0,0,2291.0,61.1,1,0
146.26,15.37,3327.0,4094.0,1,187.0,891.1,1,2
52.78,44.69,2220.0,1677.0,0,3615.0,1.0,1,1
53.83,73.78,1141.0,295.0,0,3109.0,26.0,1,0
31.37,62.56,1787.0,430.0,0,2360.0,0.7,1,0
136.99,10.49,3389.0,3204.0,1,367.0,587.0,0,2
98.15,25.09,1872.0,1592.0,0,2065.0,45.7,1,1
59.43,89.91,1632.0,394.0,0,943.0,75.4,1,0
49.24,64.78,1153.0,253.0,0,949.0,27.3,1,0
72.04,40.15,2113.0,2107.0,0,3634.0,47.0,0,1
21.53,41.6,238.0,241.0,0,2094.0,14.9,0,0
32.27,84.56,799.0,474.0,0,1513.0,39.6,1,0
37.11,71.12,1926.0,2.0,0,1432.0,34.2,1,0
88.78,20.19,2594.0,2982.0,0,2494.0,27.8,1,1
183.19,27.96,3131.0,3465.0,1,308.0,493.4,0,2
36.8,64.96,1818.0,198.0,0,2936.0,69.7,1,0
37.08,65.12,1872.0,369.0,0,1101.0,4.1,1,0
25.47,55.36,87.0,137.0,0,3137.0,6.6,1,0
171.58,9.54,3155.0,2579.0,1,337.0,293.6,1,2
93.16,12.26,3812.0,3019.0,1,147.0,569.6,1,2
172.56,33.78,3011.0,3907.0,1,107.0,654.8,0,2
99.35,11.91,2867.0,2615.0,1,366.0,890.1,0,2
28.43,39.43,225.0,226.0,0,3312.0,37.9,0,0
56.29,26.76,1704.0,1695.0,1,226.0,512.0,0,1
28.36,62.9,215.0,31.0,0,3456.0,38.8,0,0
25.93,40.68,274.0,220.0,0,3085.0,69.5,0,0
25.91,62.65,228.0,48.0,0,3594.0,22.0,1,0
87.49,41.73,1837.0,1152.0,0,2042.0,56.7,1,1
53.18,70.4,1471.0,254.0,0,3327.0,41.3,1,0
89.23,44.99,1598.0,1258.0,1,273.0,207.6,0,1
60.4,72.49,1613.0,369.0,0,3792.0,14.0,1,0
22.33,60.0,76.0,76.0,0,3511.0,50.0,0,0
83.08,48.52,2469.0,1715.0,0,1061.0,55.4,1,1
96.95,30.11,3914.0,3127.0,1,225.0,466.1,0,2
19.19,35.58,20.0,277.0,0,1420.0,64.9,1,0
45.04,68.1,892.0,384.0,0,1208.0,47.9,1,0
102.15,28.99,2024.0,2100.0,0,1170.0,21.7,0,1
185.64,15.46,3426.0,3138.0,1,346.0,845.1,0,2
158.69,30.62,3614.0,3911.0,1,221.0,672.7,0,2
37.06,57.34,1098.0,478.0,0,2974.0,14.9,1,0
60.6,57.0,2077.0,487.0,0,3024.0,78.8,1,0
68.53,20.23,1183.0,1021.0,1,393.0,787.8,0,1
47.59,77.67,1578.0,276.0,0,1547.0,67.9,1,0
43.88,63.04,1614.0,486.0,0,1031.0,41.4,1,0
63.59,63.1,2109.0,204.0,0,2272.0,77.5,1,0
74.34,27.28,1562.0,1649.0,0,1730.0,32.0,0,1
27.67,35.04,69.0,206.0,0,1480.0,25.6,0,0
25.54,58.98,194.0,383.0,0,1989.0,48.9,0,0
21.57,60.45,151.0,306.0,0,3759.0,22.6,0,0
65.99,17.76,3125.0,1776.0,0,2069.0,75.0,1,1
111.88,7.13,3323.0,3784.0,1,198.0,792.4,0,2
48.04,35.54,1946.0,1515.0,0,2382.0,23.3,0,1
66.62,22.96,1905.0,2793.0,1,177.0,691.5,0,1
180.45,5.65,3170.0,3086.0,1,229.0,345.7,0,2
27.45,60.09,165.0,349.0,0,2451.0,72.0,1,0
46.74,49.94,1126.0,833.0,0,957.0,46.0,1,1
35.86,81.12,2093.0,293.0,0,2780.0,24.0,1,0
87.8,20.14,1219.0,1452.0,0,1107.0,56.3,0,1
71.85,41.5,2210.0,1942.0,0,3537.0,57.9,0,1
25.57,52.34,29.0,90.0,0,2717.0,68.4,0,0
164.15,8.82,3404.0,2715.0,1,394.0,402.3,0,2
84.4,36.17,1850.0,1243.0,0,3408.0,4.3,1,1
49.05,41.94,820.0,1825.0,0,1902.0,18.7,1,1
162.1,19.55,4064.0,3082.0,1,155.0,709.3,1,2
92.04,12.5,2829.0,2621.0,0,3587.0,8.3,0,1
42.84,77.03,1490.0,60.0,0,3402.0,12.5,1,0
77.94,24.33,3380.0,1848.0,0,2574.0,22.5,0,1
64.32,86.59,1625.0,150.0,0,2818.0,25.2,1,0
68.14,31.84,2442.0,1648.0,0,1491.0,42.9,1,1
80.9,24.39,1604.0,1538.0,1,377.0,761.6,0,1
104.7,35.98,2750.0,2895.0,1,165.0,410.0,0,1
98.18,15.72,3218.0,2517.0,1,374.0,827.4,0,2
49.76,77.34,731.0,310.0,0,2300.0,40.0,1,0
84.5,26.88,2453.0,1811.0,0,3237.0,22.7,1,1
72.71,45.66,2048.0,1176.0,0,1779.0,58.8,0,1
98.49,21.35,3477.0,3871.0,1,352.0,618.2,0,2
180.74,28.82,3128.0,3156.0,1,256.0,459.6,1,2
75.62,28.35,3227.0,1518.0,0,2274.0,25.2,1,1
29.35,38.1,119.0,67.0,0,3606.0,33.8,1,0
65.3,51.4,1447.0,1377.0,1,389.0,551.8,0,1
103.47,18.03,2258.0,2445.0,1,376.0,763.8,0,1
58.98,82.78,675.0,166.0,0,1188.0,29.4,1,0
47.57,37.3,1196.0,1609.0,0,3664.0,5.1,1,1
20.42,52.53,184.0,216.0,0,3693.0,11.4,0,0
82.97,34.71,997.0,1928.0,1,57.0,642.7,1,1
55.15,70.64,1279.0,318.0,0,1235.0,52.9,1,0
113.94,5.26,2938.0,2600.0,1,101.0,828.8,0,2
90.81,25.27,2964.0,2742.0,0,2066.0,2.3,1,1
105.77,21.4,2896.0,3243.0,1,102.0,368.1,1,2
184.66,18.31,2976.0,3960.0,1,298.0,203.8,1,2
21.96,52.54,43.0,47.0,0,1599.0,54.1,1,0
42.69,52.41,1095.0,1925.0,0,2560.0,8.1,0,1
102.66,30.91,2632.0,1636.0,0,2315.0,49.7,0,1
19.05,40.72,229.0,344.0,0,1185.0,58.5,1,0
35.25,55.27,1100.0,320.0,0,2716.0,72.9,1,0
26.52,45.46,1.0,165.0,0,2808.0,27.0,1,0
28.62,48.55,52.0,41.0,0,1564.0,21.9,0,0
24.41,53.38,78.0,121.0,0,2511.0,2.7,1,0
32.65,73.74,1341.0,125.0,0,828.0,7.1,1,0
181.46,7.51,2808.0,2505.0,1,314.0,457.0,0,2
144.61,17.24,3603.0,3453.0,1,84.0,898.7,1,2
106.71,5.5,3234.0,4074.0,1,200.0,710.9,0,2
105.03,32.79,3784.0,4077.0,1,58.0,782.2,0,2
20.56,64.23,211.0,240.0,0,1906.0,49.7,0,0
55.17,77.33,942.0,290.0,0,2968.0,35.6,1,0
28.1,60.97,166.0,265.0,0,1907.0,22.7,0,0
41.07,67.43,1652.0,229.0,0,1754.0,70.2,1,0
20.69,47.39,88.0,41.0,0,2950.0,78.3,1,0
27.28,43.29,273.0,25.0,0,1510.0,23.6,0,0
97.77,28.73,2040.0,1929.0,0,3587.0,55.9,1,1
102.91,30.28,3764.0,3251.0,1,182.0,279.9,0,2
120.68,27.72,3917.0,2832.0,1,345.0,501.9,0,2
51.36,16.63,1898.0,2933.0,1,303.0,677.8,1,1
64.96,63.8,1515.0,50.0,0,2912.0,69.7,1,0
18.18,50.3,97.0,120.0,0,3690.0,63.5,0,0
131.81,18.53,3433.0,2981.0,1,63.0,419.5,0,2
20.64,55.43,49.0,159.0,0,2445.0,37.3,1,0
184.66,8.39,3390.0,3842.0,1,334.0,432.0,0,2
71.16,44.77,1741.0,2144.0,0,1332.0,14.3,0,1
64.08,35.35,2744.0,2137.0,0,1207.0,57.9,1,1
135.87,32.44,3693.0,3920.0,1,87.0,549.1,1,2
63.08,37.86,2305.0,1411.0,0,3239.0,19.5,1,1
131.61,26.13,3236.0,3529.0,1,99.0,272.1,0,2
87.84,12.37,3349.0,1891.0,0,2481.0,24.3,0,1
22.39,36.14,218.0,214.0,0,829.0,32.6,0,0
54.07,28.33,1142.0,985.0,0,1752.0,74.2,0,1
111.75,6.7,2804.0,3991.0,1,84.0,245.0,0,2
85.31,45.3,2461.0,1602.0,0,3084.0,7.1,1,1
175.82,9.97,3501.0,4021.0,1,242.0,494.7,0,2
34.63,73.51,1886.0,180.0,0,2126.0,69.7,1,0
129.37,18.44,3738.0,2872.0,1,278.0,750.8,0,2
50.82,41.36,955.0,1053.0,0,3754.0,25.5,1,1
121.25,19.26,3161.0,3691.0,1,160.0,520.7,0,2
41.92,47.38,1101.0,1388.0,0,1889.0,26.7,0,1
22.39,54.24,234.0,292.0,0,2549.0,44.5,0,0
197.75,32.9,3563.0,3442.0,1,123.0,700.7,1,2
62.39,76.66,989.0,122.0,0,1534.0,71.5,1,0
80.18,31.73,1952.0,1807.0,0,1888.0,71.2,1,1
81.14,40.59,1132.0,1688.0,0,1227.0,17.7,0,1
44.99,27.18,1670.0,913.0,0,2798.0,19.6,0,1
62.92,63.21,1445.0,27.0,0,3063.0,19.1,1,0
44.41,61.64,689.0,358.0,0,2266.0,43.2,1,0
104.58,20.57,2854.0,2888.0,1,299.0,209.4,0,2
45.84,27.84,923.0,928.0,0,976.0,5.9,0,1
93.85,23.93,3023.0,3387.0,1,164.0,711.4,1,2
189.65,27.91,4012.0,2783.0,1,111.0,522.0,0,2
51.82,41.4,1969.0,2248.0,0,1534.0,74.8,0,1
97.01,30.64,1667.0,2100.0,0,3694.0,42.7,1,1
48.44,83.59,1843.0,285.0,0,3428.0,19.8,1,0
44.84,85.03,1101.0,5.0,0,1707.0,34.1,1,0
37.51,76.78,1528.0,410.0,0,2748.0,56.8,1,0
24.65,43.74,246.0,14.0,0,3478.0,11.8,1,0
109.24,44.66,2592.0,1558.0,0,1789.0,18.7,0,1
50.97,28.22,1984.0,2477.0,1,371.0,860.3,1,1
71.12,49.66,1458.0,1533.0,0,2585.0,7.4,1,1
30.54,65.51,678.0,312.0,0,1095.0,22.3,1,0
119.78,16.0,3633.0,2876.0,1,334.0,868.5,0,2
89.75,20.01,1369.0,1142.0,0,1734.0,57.0,0,1
109.91,40.95,2940.0,2388.0,1,336.0,343.8,0,1
52.22,63.78,1076.0,391.0,0,3770.0,24.3,1,0
56.87,44.88,1965.0,1706.0,0,3697.0,60.6,0,1
147.31,13.35,3086.0,3047.0,1,191.0,493.2,0,2
19.24,57.91,94.0,336.0,0,2648.0,26.4,0,0
25.52,55.9,176.0,298.0,0,2622.0,40.8,1,0
79.42,21.59,2263.0,1606.0,0,804.0,6.6,1,1
31.86,66.05,1166.0,167.0,0,1020.0,37.0,1,0
19.51,63.99,52.0,274.0,0,3292.0,15.0,1,0
25.08,55.84,232.0,291.0,0,3370.0,70.6,1,0
24.58,43.73,278.0,68.0,0,3639.0,32.3,0,0
58.14,11.64,1899.0,1923.0,0,920.0,51.5,0,1
28.89,36.27,12.0,167.0,0,1724.0,61.9,0,0
26.87,45.05,116.0,202.0,0,1051.0,2.7,0,0
102.23,12.05,3559.0,2827.0,1,297.0,401.5,0,2
22.12,35.23,128.0,130.0,0,1342.0,21.6,0,0
41.28,52.02,1042.0,1189.0,0,1937.0,4.3,0,1
52.89,58.83,1431.0,374.0,0,2699.0,53.7,1,0
42.29,58.84,810.0,41.0,0,1462.0,74.8,1,0
28.88,59.7,72.0,224.0,0,1094.0,63.2,1,0
50.53,71.23,818.0,86.0,0,2980.0,61.0,1,0
103.58,42.46,2058.0,1859.0,0,3456.0,14.9,1,1
59.78,69.48,1609.0,387.0,0,1991.0,30.5,1,0
62.97,85.11,1102.0,90.0,0,806.0,62.7,1,0
55.22,73.35,1979.0,440.0,0,1458.0,55.8,1,0
79.74,53.92,878.0,1986.0,1,266.0,531.0,1,1
98.67,31.1,3416.0,3259.0,1,118.0,679.8,0,2
19.93,49.65,255.0,62.0,0,1728.0,49.7,1,0
18.85,41.3,293.0,391.0,0,1596.0,60.7,1,0
88.98,34.61,1129.0,1680.0,0,1207.0,68.5,1,1
79.05,36.56,3470.0,2667.0,0,1472.0,51.8,0,1
106.62,31.61,2360.0,2541.0,0,2232.0,4.7,0,1
18.13,47.15,73.0,142.0,0,832.0,25.8,0,0
23.23,37.42,138.0,22.0,0,2623.0,74.7,1,0
187.04,17.26,3269.0,3332.0,1,129.0,472.8,1,2
95.29,26.52,2600.0,2197.0,0,3128.0,31.9,0,1
42.82,49.75,1541.0,1595.0,1,231.0,205.7,0,1
22.53,39.37,6.0,370.0,0,3089.0,18.0,1,0
164.61,32.58,4062.0,3244.0,1,293.0,554.7,0,2
19.6,51.16,225.0,356.0,0,3338.0,57.4,1,0
31.78,57.65,1039.0,248.0,0,2298.0,6.6,1,0
24.26,58.35,177.0,260.0,0,1027.0,30.5,0,0
89.98,18.39,3352.0,2464.0,1,324.0,764.7,1,1
109.49,8.52,3319.0,2981.0,1,208.0,380.2,1,2
96.72,7.9,3273.0,4075.0,1,329.0,858.0,0,2
154.32,27.58,3218.0,3723.0,1,89.0,585.6,1,2
145.73,11.18,2873.0,3159.0,1,333.0,786.6,1,2
150.73,15.63,3898.0,2849.0,1,108.0,320.6,0,2
72.26,18.94,2567.0,2532.0,1,305.0,746.8,0,1
24.37,37.95,33.0,37.0,0,2724.0,10.9,1,0
180.02,30.72,2908.0,2673.0,1,261.0,705.6,1,2
63.93,80.99,1920.0,67.0,0,3552.0,17.8,1,0
52.1,34.69,2441.0,1362.0,1,241.0,423.0,0,1
139.88,10.42,3453.0,2619.0,1,109.0,860.7,1,2
164.51,21.58,3248.0,2904.0,1,182.0,613.3,1,2
95.64,18.7,3249.0,1891.0,0,906.0,23.4,1,1
26.56,52.59,150.0,344.0,0,1131.0,16.5,1,0
60.38,56.85,2079.0,306.0,0,3533.0,13.2,1,0
24.49,52.38,208.0,298.0,0,2419.0,33.9,0,0
69.02,38.3,1793.0,1799.0,0,1010.0,21.6,0,1
29.57,43.89,45.0,367.0,0,937.0,61.1,0,0
46.3,79.47,870.0,240.0,0,3643.0,61.1,1,0
100.63,35.26,3004.0,1814.0,0,3361.0,45.5,0,1
23.19,36.41,181.0,70.0,0,1321.0,0.3,1,0
58.17,66.44,1592.0,43.0,0,1447.0,63.7,1,0
58.24,82.59,2090.0,139.0,0,2076.0,40.0,1,0
52.79,43.45,993.0,1602.0,0,1006.0,17.9,0,1
50.19,37.61,2195.0,2459.0,0,1150.0,32.7,0,1
27.01,58.01,167.0,17.0,0,1150.0,9.1,0,0
19.89,44.87,276.0,353.0,0,2452.0,41.8,0,0
47.93,70.32,1946.0,442.0,0,2427.0,47.6,1,0
115.0,26.18,3495.0,2923.0,1,98.0,385.6,1,2
71.55,37.13,2460.0,964.0,0,1259.0,65.6,0,1
24.19,54.51,54.0,94.0,0,2719.0,33.6,1,0
31.86,64.73,2174.0,257.0,0,2719.0,71.0,1,0
44.99,36.6,1328.0,1556.0,0,2119.0,26.9,0,1
63.64,42.22,1040.0,1691.0,0,3381.0,53.6,0,1
23.95,44.68,250.0,360.0,0,1882.0,2.3,1,0
51.15,42.17,3216.0,2145.0,1,204.0,617.6,1,1
39.5,87.7,1504.0,124.0,0,3431.0,14.1,1,0
54.03,86.12,1729.0,45.0,0,2995.0,68.4,1,0
58.22,29.91,2352.0,1945.0,0,986.0,32.9,1,1
57.16,55.08,961.0,250.0,0,3483.0,56.6,1,0
62.15,24.11,1581.0,1439.0,0,2815.0,77.1,0,1
67.07,34.63,2180.0,1737.0,0,2989.0,19.9,0,1
137.6,31.17,4012.0,2998.0,1,336.0,537.6,1,2
48.68,25.08,1191.0,1029.0,0,3413.0,76.4,0,1
106.26,14.08,2121.0,2476.0,0,1060.0,15.3,0,1
95.92,37.69,2609.0,1710.0,0,1920.0,75.6,1,1
97.77,14.9,3324.0,3587.0,1,265.0,230.2,0,2
47.93,40.25,1515.0,1601.0,0,2556.0,58.8,1,1
172.51,23.34,3726.0,2533.0,1,276.0,751.8,1,2
27.5,42.49,70.0,318.0,0,1106.0,64.9,1,0
51.0,15.27,2033.0,2316.0,1,293.0,507.6,0,1
122.22,26.38,3042.0,3248.0,1,231.0,436.3,1,2
65.52,35.05,2511.0,2738.0,0,1721.0,24.4,1,1
193.55,12.79,3974.0,2798.0,1,98.0,471.8,0,2
63.15,44.14,3002.0,2440.0,1,149.0,320.8,0,1
51.07,84.93,1276.0,78.0,0,2503.0,75.2,1,0
21.34,35.89,253.0,155.0,0,3621.0,12.7,0,0
106.49,24.16,1754.0,1530.0,0,3672.0,55.1,0,1
102.51,21.67,3754.0,2626.0,1,381.0,850.2,1,2
105.61,24.19,2854.0,3335.0,1,265.0,843.7,1,2
59.28,27.5,2434.0,1263.0,0,3487.0,19.7,1,1
26.35,53.8,214.0,286.0,0,3693.0,71.9,0,0
22.98,54.16,124.0,91.0,0,3727.0,22.4,0,0
86.49,44.14,1110.0,954.0,1,277.0,417.9,0,1
97.43,8.48,3156.0,3132.0,1,341.0,376.8,0,2
21.25,42.29,297.0,86.0,0,3716.0,62.8,0,0
